image_name,text,confidence,quality,text_length,product_name,allergens
0011110839794_en,Propith CHEWY BAR: PROTEE 6LUTEN FREE SERVING ProTetH PEANUT BUITER ? Dark CHOCOLATE FLAVORED Taecn CHEWY BARS BARS 5-1.41 02 (4Og) BARS - NET WT 7.1 02 (ZO1gh Krogcr,0.4709686349240363,1.0,166,Peanut butter & dark chocolate flavored protein chewy bars,"milk, nuts, peanuts, soybeans"
0011110840288_en,' P3ogetil Prozeth log-woeto CHEWY BARS BARS 511 n2[ea1BAR; Wmucoa,0.3012984047079989,0.55,66,"Peanuts, Dark Chocolate Flavored & Almonds Chewy Bars","milk, nuts, peanuts, soybeans"
0011110842534_en,Ftesh Microwave Popcorn ISOA,0.5935271523506607,0.5935271523506607,28,Fresh Microwave Popcorn,soybeans
0011110844224_en,Kroger Classicl CoUnTRY CLUB K E R $ MULTI-GRAIN MCAne E HeTHIT 12.7.02 (3609) (alay: (,0.5593120963503846,0.725,87,Multi-Grain Country Club Crackers,"gluten, soybeans"
0011110860057_en,FREE: 'simple truth Eoctucicicel CORN TORTILLA LObldad organic YELLOW Chips,0.6444992181812202,0.6444992181812202,75,organic yellow corn tortilla chips,nan
0011110860620_en,"FRES; {2l"" organic BLUE CORN TORTILLA CHIPS GLUTEN FREE",0.6868305101057738,0.6868305101057738,55,Blue corn tortilla chips,nan
0011110860668_en,No prest ple truth WHITE BesT I( Use: ganic CORN Vay 10371 nane TORTILLA ChiPS GLUT FRE,0.6696074611405597,0.725,87,tortilla chips,nan
0011110860958_en,ORGANICALLY Grown SWEET No pretorvetlvos truth POTATO Inic CORN TORTILLA chips GLUTEN Free,0.7584488292629904,0.7584488292629904,90,Sweet potato tortilla chips,nan
0011110863706_en,Ructosi coan Strud Fror Gluten Free simple Chocolate Chip truth Cookies NeT WT 8.807 (245,0.61608517563789,0.7416666666666667,89,Gluten free Chocolate Chip Cookies,soybeans
0011110863799_en,FRGR Gluten Free simple Vanilla Flavored truth Sandwich Cookies Srnmefye88xies NET WT 8 02 (227g,0.6839239627245959,0.8,96,Gluten free vanilla flavored sandwich cookies,"eggs, soybeans"
0011110871138_en,BEEF EXCELLENT SOURCE OF PR 48g TEIN GLUTEN FREE 96% FAT SWEET & SPIC JJER SMOKEHOUSE,0.7041501936445324,0.7083333333333334,85,"Kroger, smokehouse jerky, beef, sweet & spicy","beef, soybeans"
0011110882196_en,COMPLETE Buttermilk PANCAKE & WAFFLE Mix ADD K5nrS KTWTR 02 /2 LB] 507 Your Morning? Brighten,0.7382007948150291,0.775,93,Complete buttermilk pancake & waffle mix,"gluten, milk, soybeans"
0011110885715_en,RICHg ROSEMARY ElterininMEAT CRACKERS 0decuiat Fvoe teotn,0.3813472443514664,0.475,57,"Private selection, rosemary entertainment crackers, a bold rosemary flavor",gluten
0011110903518_en,Ialerd EEcFAameanen Free No Sucar AddEd Tttofe FROM simple Freeze-Dried truth Strawberries MET WT !02 (280),0.4553699679975851,0.8916666666666667,107,Freeze-dried strawberries,nan
0011110903631_en,FRES: simple truth nlliciol Ancdom Nopirittuatilt FREEZE-DRIED MANGOES NO Sucu Eetnt Uovnzew I64n,0.4787314739424441,0.8083333333333333,97,Freeze dried mangoes,nan
0011110904225_en,WHEA CRISP CRACKERS original CPC (s),0.6573978598479685,0.6573978598479685,36,Kroger Baked Wheat Crisp Crackers,"gluten, soybeans"
0011110912503_en,FREE FROM Sweet simple Potato truth Chips MET Wt602 (noo),0.7271346785265244,0.7271346785265244,57,Sweet potato chips,nan
0011110915689_en,nnern BAShEWA,0.0118316445749987,0.1083333333333333,13,Roasted & Salted Cashews,"nuts, peanuts, soybeans"
0011126007200_en,Fast Shake Addlz Juaee; Pancakes BJuebersy (Isie Hra Good NETU[O9O,0.3470899495517998,0.55,66,"Blueberry pancake mix, blueberry","gluten, milk, soybeans"
0011152027869_en,4 1 1 FREE J 8 8,0.4781809551475065,0.4781809551475065,16,Botan rice candy,soybeans
0011152145952_en,"SPOS Liracha Flavorey Reas capuc eLavoredgrernt 00 07 {n""",0.3802992914448892,0.475,57,Snacks,gluten
0011152145969_en,"Ipi Srtadlal Reas cHIL GARLIC (OATED GREEN PEASC NETW,A.9O 02 , (14Og)",0.3858978170270396,0.5833333333333334,70,Snack pea sriracha spcy,gluten
0011152226125_en,BPA @i FREE Co Wacahd Favored Reas_ 'bauusu TLavORED GREEN PENS( ETWT: 42302/4200/ Fnabi [,0.4557328368838563,0.75,90,"Hot Wasabi Peas, Wasabi Coated Green Peas","gluten, mustard, soybeans"
0011152226132_en,Tepi Sritadha Peas FREE Zusvt+Wu-91 (hili GARLIC COATID GrlIN PEns NETWT. 42302 (120g),0.4491449859127364,0.7166666666666667,86,"Hapi snacks, sriracha peas, spicy, chili garlic coated green peas","gluten, soybeans"
0011152463292_en,DRY EDAMAME NON GMO FREE NET WT. 3.53 0z. (1003 ROASTED SASWT,0.8155241600601906,0.8155241600601906,61,Dry Roasted Edamame with Sea Salt,soybeans
0011152851716_en,c Wes Havvero [eas Ftlavontd n,0.2267409805766489,0.25,30,Wasabi Coated Green Peas,"gluten, mustard"
00111553_en,0 BaBGd @eese CHEERE Intr4,0.1688378111659382,0.2166666666666666,26,Baked Cheese Crunchies Cheese Flavored Corn Snacks,milk
0011206002682_en,3110 19+9 ROLLS original pLatut TFEI 0n= burty SMARTIES CANDY,0.5476316063810286,0.5476316063810286,61,Candy,nan
0011206005003_en,CANDY SMARIIES original,0.7937106257071235,0.7937106257071235,23,Mega smarties,nan
0011225545900_en,LlDA @he Jaranest SnntrJna DRV ROASTEDF EDamal culinarY ` TOURS},0.207796436254203,0.5333333333333333,64,Dry Roasted Edamame,soybeans
0011228000161_en,"Celles Tik cmocotat 16 288"" 47 / / 471 `~^6'",0.4256827285099913,0.4256827285099913,44,"Cella's, Milk Chocolate",milk
0011228072038_en,3 07 Ce Gellds SINCE IS6 Jot DELICIOUS CHERRIES Lu COVERED WITH REAL 100% MILK CHOCOLATE Liquid. Meent HMIsu OD NETWTISO2OI33I KorlSE Od Titk NETWT1502(43g) C u (FLnT L PIECES! PIECES! Gel W'outt QUiTI:,0.4498202472881249,1.0,202,Milk chocolate covered cherries mini box,"milk, soybeans"
0011233077073_en,OLD FASHIONED BAKED CHERRY PIE,0.8904718180586437,0.8904718180586437,30,Old Fashioned Baked Cherry Pie,"gluten, milk, soybeans"
0011284003076_en,~EMONPIE,0.5722968869333511,0.5722968869333511,8,"Lightly glazed lemon pie dessert, lemon pie",gluten
0011284006268_en,"Made Iilh Real INDIVIQUALLY 62 OZ (57g| PieS WRWPFEI PIES NET WT 12 02 (340g) Mini Chieuy ""Pted Tuul",0.4541529960932171,0.8333333333333334,100,Mini Carry Pies,"gluten, soybeans"
0011300660764_en,B RAcHis 212 pannt CANDY CORN ameta RALHOTT,0.4004790423024471,0.4004790423024471,43,Halloween candy brachs candy cornbag,"gelatin, sesame-seeds"
0011300820700_en,R 4249 ovicorn ~Candy equoseued,0.4937577747579775,0.4937577747579775,31,Classic Candy Corn,"gelatin, sesame-seeds"
0011300820762_en,BRAcHSL Harvest Candy Corn Ktwtu@mt,0.595263302150457,0.595263302150457,35,Harvest corn candy,"gelatin, sesame-seeds, soybeans"
0011300820793_en,"BRACHS Melloweleme Autunn Mix GANOY KETMTM O2 0""c) Mellc",0.5034066937488682,0.5034066937488682,56,Autumn Mix Mellowcreme Candy,"gelatin, sesame-seeds, soybeans"
0011433120494_en,136 BAWNSI Jeera Goli Cumin Candy Sucrerie de cumin NET WT: / POIDS NET,0.8072197483795355,0.8072197483795355,71,Bansi Jeera Goli,nan
0011594022132_en,HAWAIIAN POTATO CHIPS & Crundhy Free NET WTAS 07 (+5g) KETTLE L {SWEET MAUI = TONION Crispy = Flutcn,0.5405146666893265,0.8333333333333334,100,Sweet Maui Onion,milk
0011594100489_en,Tims CASCADE STYLE Coney Island {lavoucd POuTO CHIPS THE PACHCNOHGREST GLUvEN FrEE 75 OZ (2I2G) ~SPECLAL ~BatcH,0.6411948577617698,0.925,111,Cascade style potato chips,milk
0011594100519_en,"HAWAIIAN KETTLE STYLE POTATO CHIPS & Crunchy NET WT 7.5 07 6'R8) MAUI ONON SWEET , Crispy !",0.7391603191785664,0.7583333333333333,91,Kettle style potato chips,milk
0011594100526_en,HAWAJIAN KETTLE STYLE POTATO CHIPS Gnea & Spicy' Crispy & Crunchy Mornp LuAu BBQ,0.5624556347311189,0.6666666666666666,80,Kettle style potato chips,gluten
0011594100533_en,Tmls AcADeSTYLe POTATO CHIPS EXTRA THICK & CRUNCHY with Sea Original Salt,0.7794989229980083,0.7794989229980083,73,Cascade style potato chips,nan
0011594100540_en,Tims cascad POTATO CHIPS EXTRA ThICK CRUNCHY Jalapeno GLUTEN FREE Met Wi. 15 01. 12za nntoneo; HOTI (2139),0.6259893424882829,0.8833333333333333,106,Cascade style potato chips,nan
0011594271028_en,HAWAIIAN 1 KETTU STYLE POTato CHPS Au DBQ,0.3960923001257131,0.3960923001257131,41,Luau bbq,nan
0011594271035_en,"RTY HAWAIIAN nnt KETTU STYLE MOATO (WS SIZE MAUI ONOV_ SWEET ,",0.6048192421802622,0.6048192421802622,62,Kettle Style Potato Chips Sweet Maui Onion,milk
0011732007960_en,SIMMERS Sed Abernethy,0.6668625880998725,0.6668625880998725,21,Abernethy Biscuits,"gluten, milk"
00122580_en,A0400ia LUXURY BUNS MINI CROSS [ HOT,0.6036225692427438,0.6036225692427438,36,Mini Luxury Hot Cross Buns,"gluten, milk"
0012546007467_en,2OP EcES Tident 2OPEREEaw PEPPEATAT HETWTO98O2 (28g) Ipach Mr Dat,0.2024043737951343,0.5416666666666666,65,Peppermint,soybeans
0012546011075_en,5U833v06 Tident SPEARMIN [UsTICRST Dalantte eow elalastols,0.5001005167554783,0.5001005167554783,58,Trident spearmint slim pack,soybeans
0012546011099_en,dricikaliAvOR ORIgiNal GLAVOR stcco OriginalFvor Origimal FuVoR 828 uldlent 1218 Siick FIGS (216 Siicts) OIaIhaLiLaVon Trident Tridlent Trident Trident,0.3373442662517446,1.0,151,Trident Original slim pack,soybeans
0012546011112_en,5u813v62 TROPICAL TWIST MntificIly flarced 14 STIcKSt %saofeeeeuu Raiaiwuter Tident,0.3315383878446886,0.6916666666666667,83,Trident Tropical Twist,soybeans
0012546011136_en,Trident REFRESHINGLY LONG LASTING WATERMELON TWIST TASTICKS SUGARFREE GUM- Mihitllol Artificial FLaVOR,0.5070931979983976,0.85,102,Trident Watermelon Twist,soybeans
0012546011365_en,"iavor Ptes SPEARMINT ""28 JiSTIcKeT (L2STO8S) Trident",0.3354484297884521,0.4333333333333333,52,Trident gum spearmint sugar free1x3 pk,soybeans
0012546011396_en,3 Buribror Packs WATERMELON WIST 6MSIDEEnMWSI Trident,0.5743486332242463,0.5743486332242463,53,Sugar free gum,soybeans
0012546011440_en,Trident REFRESHINGLY LONG LASTING BUBBLEGUM @STICKS SUCARFREE CUMwnazd}' Artificial FLAVOR,0.5225935754893245,0.75,90,Trident Bubblegum,nan
0012546011471_en,Trident REFRESHINGLY LONG LASTING CINNAMON IASTICKS SUGAR FREE GUM werutce Artificial FLAVOR,0.7058080250290932,0.7666666666666667,92,Cinnamon,soybeans
0012546011525_en,02 1 Trident 2 H 1 3,0.6158998945141806,0.6158998945141806,20,Trident gum cinnamon sugar free1x3 pk,soybeans
0012546011532_en,BurzgHor PAdks [Mi BLISSA23 JLiM: KILSLI Trident,0.2777166336135637,0.4,48,Mint bliss sugar-free gum,soybeans
0012546011587_en,usIdicTiE Iunu4 PINEAPPLE TWIST 4iWi ~ Trident,0.4342663381053654,0.4342663381053654,46,Pineapple twist sugar free chewing gum,soybeans
0012546011600_en,IslanD brary LIMD Trident,0.3545277283751921,0.3545277283751921,25,Gum Island Berry Lime Sugar Free1X14 Pc,soybeans
0012546011624_en,Gurivor Tident WINTERGREEN UMISIEUTD,0.3934447931549525,0.3934447931549525,36,Trident Wintergreen slim pack,soybeans
0012546011877_en,"15 Cour bubbuictn 7 oubbteguM M ""E2 bululegum Tident Tident Tident Trident",0.5260738224151994,0.6166666666666667,74,Bubble gum stick count,soybeans
0012546012645_en,Trident VIBES #itt,0.666490375241827,0.666490375241827,18,Trident Vibes Spearmint Rush,soybeans
0012546012706_en,Gucrtacon,0.0008215080439182,0.075,9,"Tropical beat sugar free gum, tropical beat",soybeans
0012546308014_en,Dentyne pure puRifies YOUR BREATH MINTwITHHerbal Accents 9 PiEces SUGAR FREE GU,0.6521364281698411,0.6583333333333333,79,Pure mint with herbal accents sugar free gum,"gelatin, soybeans"
0012546308052_en,Dentye pure Your BREATH,0.8965055238604295,0.8965055238604295,23,Dentyne pure gum mint/melon accents sugar free1x9 pc,"gelatin, soybeans"
0012546312417_en,"12= Jee Yr L0rn"" Jce Dentyne_ 'Lonnes",0.2081272793650328,0.3083333333333333,37,Dentyne Ice Arctic Chill,soybeans
0012546676090_en,"PEPPERMINT antuuDEx Trident I6PIECES WHITE SUGARRPEE GUU whitens teeth in as little as 4 weeks""",0.5357414638176354,0.7916666666666666,95,Trident white big pack peppermint,nan
0012546676113_en,SPBARMINTNWnCLIL Trident WHITE whitens teeth little as weeks inas,0.5901392503793802,0.5901392503793802,65,Trident White Spearmint,nan
00130509_en,24 WHEAT BISCUITS by Sainsburys HIGH FIBRE TORMFIED MiH VITAMIMS ANO IRON:,0.7328744512919023,0.7328744512919023,74,Wheat Biscuits,gluten
0013087101430_en,IHHAO?9 OtSpunknager Delicious Essentials WithOTNErHN 'FLAVORED NATURAL FLAVORS WILD BLUEBERRY JMMUFFIN WHOLE CRAIN 711 Sil MADE ' With,0.4878205571295897,1.0,135,Whole Grain Wild Individually Wrapped Blueberry Muffin,"eggs, gluten"
0013087901122_en,Ji Spunkmgyer' Icd Lolit MOH CAKES,0.4653326848197798,0.4653326848197798,34,Lemon Loaf Cake With Lemon Icing,"eggs, gluten, milk, soybeans"
00130912_en,12 Cheese CRACK ERS 3 ateteenctan Crispy,0.3923718695576147,0.3923718695576147,40,Crispy Cheese Crackers,"gluten, milk, peanuts"
00132589_en,Mes Kith real _ mado 88I8Y,0.3662624036653277,0.3662624036653277,26,Percy pig,"apple, fish, gluten"
0013300000120_en,(Plsbury Fuafetti Yellow cake $ cupcake Mix with candy Bits,0.6053365944938114,0.6053365944938114,59,Funfetti Yellow Cake & Cupcake Mix,"gluten, soybeans"
0013300000311_en,Qwivd BLUEBERRY CHEESECAKE Muffik JUSTADDMILK _ Marthal White],0.5435773435946606,0.5435773435946606,62,BLUEBERRY CHEESECAKE MUFFIN MIX,"gluten, milk"
0013300001318_en,"Over MarthaWhiter Artabhur@ Chocolate Chocolate Chip] Muffin Mix Just Add Milkl Goud Suua cietc NETWU2AO222O2A Eosy [ Atatutona Family= {IOO Yeor"" Kctued",0.377378589203823,1.0,153,Chocolate chocolate chip muffin mix,"gluten, soybeans"
0013300280676_en,HUNGRY JACK COMPLETE 0 EXTRA LIGHT & FLUFFY NoAntiFiCLAL,0.7091745056094775,0.7091745056094775,56,Complete Extra Light & Fluffy Pancake & Waffle Mix,"gluten, milk"
0013300513057_en,ISWEET YELLCW C LRtt White] Martha] aaeocd JUMAo0 KMIL,0.3188763937093974,0.45,54,Sweet Yellow Cornbread & Muffin Mix,gluten
0013300551059_en,MathaWhite CHOIOLATE JUSTIDDMII Gdmo,0.3442489654823579,0.3442489654823579,36,CHOCOLATE CHIP MUFFIN,"gluten, soybeans"
0013300553046_en,Facts,0.6681670165884601,0.6681670165884601,5,Zero Sugar Moist Supreme Premium Cake Mix imp,gluten
0013300553060_en,Pilbsbury ZERO SUGAR BROWNIE MIX chrsdorte aibr44x Bz@ Dunsogr,0.4407029861302211,0.5166666666666667,62,ZERO SUGAR BROWNIE MIX,gluten
0013300554012_en,MarthaWhite Hush Mix With Onion Flavor Just Add Water Or Milkq Puppy,0.8002210105086391,0.8002210105086391,68,Hush puppy mix with onion flavor,"eggs, gluten, milk"
0013300600283_en,Motst Supreme T)O (Pillsbury Stawbevy OESGTK MAKES 24 Auy NET WTIS2SO2 (432g) GUBGAKES,0.3987857340486426,0.7166666666666667,86,Strawberry premium cake mix,gluten
0013300602355_en,Pillsburg Moist CAkE MX 229 Supreme Yellow @eeiie,0.6302885571606021,0.6302885571606021,49,pillsbury yellow cake mix,gluten
0013300605905_en,Moist Supneme (Pillsbury) Wmite JMMNNMU MEM MAKES 24 E UPCAKES 6erinafel [160] nraia MET WTIS.2S 02 (432g),0.3977398546734242,0.8833333333333333,106,White premium cake mix,"gluten, milk, soybeans"
0013300928646_en,"(Pillsbury GlutenAree "" Cettr PREMIUM CAKE AND CUPCAKE MIX IQomiqe",0.5336417310334219,0.55,66,Gluten Free Funfetti Cake Mix,soybeans
0013300929810_en,Glufon Freo Ca (Pillsbury Glutenfree CLASSIC YELLOW PREMIUM CAKE MTX,0.5119377080076152,0.5666666666666667,68,Gluten free classic yellow cake mix,"milk, soybeans"
0013562000159_en,Annies bunny GRahams Honei AAL,0.6058299772503535,0.6058299772503535,30,Bunny Grahams Honey,gluten
0013562000173_en,Annies Bunny GRahaMS Chocolate 25,0.6970299703584372,0.6970299703584372,33,Bunny Grahams Chocolate,gluten
0013562000180_en,OBRTIFIBD ORGANIO Annies HOMEGROWN Chp Organic Bunny Grahams Chocolate Chip Baked Graham Snacks Medotlit Coodpotne 2 Gs IET M 75026213) ioore,0.5656477033787831,1.0,141,Organic Bunny Grahams Chocolate Chip,gluten
0013562000197_en,GLOTBN FRB B Annies HOMEGRO GLUTBN PREE Bunny Grahams Cocoa & Vanilla GRAHAM-STYLE SNACKS MMadnwlth Qoodrtna! Kercettna HETW7 6 75 02 (91p1,0.5816982191606528,1.0,139,Cocoa & Vanilla Gluten Free Bunny Grahams,soybeans
0013562000517_en,Annies Dehici usy CkhAHOA GRahaM USOA crAckeRs Cinnamon Inbakec Von Srvcs Elio IET WT 14.4 OZ/U8q) GRAHAM CHACKERS,0.3658412654209516,0.95,114,Organic Cinnamon Grahams,gluten
0013562000524_en,OBRTITIBD ORGANIC Annies Jotet Orgenic Honey Grahams Gralltam Ghdaan Celrh Goodrn NeICII4(QHMN,0.3325273285541347,0.7833333333333333,94,Organic Honey Grahams,gluten
0013562000531_en,chodjr *Qu Annies Annies chedpar squanes origlnbl,0.5848467011696463,0.5848467011696463,49,CHEDDAR SQUARES Original,"celery, gluten, milk"
0013562001262_en,"CBRTITIED ORGANIC Organic Annies Bernies Farm"" FRUIT SNACKS Other Natura! Flavor Naethed Mnde wlth Goc ntss ol: Fatand Namln Ftuteu ConstLe -Wbozienalue g:- MWA@Iln) Vea",0.3469871015667795,1.0,169,Organic bernies farm fruit snacks,nan
0013562001804_en,12 @ouchLs Annies snack variety Pack {ntotia,0.7056747300084082,0.7056747300084082,44,Snack Variety Pack,"gluten, milk"
0013562002412_en,BEST IN OBRTTFTDD ORGANIO Annies Really Peely SWIRLY STRAWBBRRY Frult Topo [dewn Goouwe Rolls 0 MM4s0(an] Organic,0.590638531083545,0.9416666666666668,113,Organic Strawberry Really Peely Fruit Tape 6 Count,nan
0013562002603_en,Ann * ORGANIC Chewy Granola chocolate Chip Mademmtmgoouie55 'Nonikidllovors USOA Srtlecee DaGAmIC Mohe frdoa Com synvp Aens oneto Ct 6 I89OZZGLBAHS HETHYTEZIOZLISIg) Bars,0.4247731262913402,1.0,170,Annie's Organic Chewy Granola Bars Chocolatechip,nan
0013562011056_en,18 Packsl BERRY Annies 9r 'ganic Fruit PATCH Bunny Snacks,0.6961968289445323,0.6961968289445323,57,Annies,nan
0013562011070_en,"Annies GRO Organic Bunny Fruit Snacks SUMMER STRAWBERRY Naturol Strawbcrry TIFT WT 0,8 02 (25 HOMEC Notrtiesiforon Coor enthetac ~Preeattotnn",0.6072777572122521,1.0,141,Annie's organic bunny fruit snacks summer strawberry pouches,nan
0013562109234_en,"CERTITIDD ORGANIO Anniex Organic Borh ANNIVERSARY } Grahams Jeruzsu2ziw "" Bunny Birthday Cake",0.6537074493475665,0.775,93,Organic Bunny Grahams - Birthday Cake,gluten
0013562114924_en,Lcts Protect POLlinators Organic Annies Bees; Bugs Butterflies Fruit Snacks STRAWBERRY; RASPBERRY APPLE LRIT MhcawtnGos Sartec Tuectean Genett POUCHES BXHEHH HoMEGRO,0.5234017863728562,1.0,165,"Strawberry, Rasberry & Apple Fruit Snacks",nan
0013562122035_en,NEW! Annies TOHATO Carots ORGANIC CHEESY CHEDDAR CRACKERS Hidden Veggies USDA Daramic Bamb saIc craoir He] M77S @Qir 0el VLnpotato Taprit,0.5655986481213263,1.0,137,Cheesy Cheedar Cracker with Hidden Veggies,"gluten, milk"
0013562122042_en,' ; Ve;; Annies ORGANIc SEA SALTY cracKERS Hidden Veggies 3,0.5615776873614009,0.5615776873614009,59,Sea Salty Crackers with hidden veggies,gluten
0013562127658_en,10 Pouche; Annies ORGANIC Berry Patch FLAVORED WITH OThER Natural flavors Hode uith Real Fruit Juice* mlthoeedrer tieiclat Hlnuctuor Tcucdcenen 10 QZCI66 |Foudues: ReTV70u Ceno Ho,0.4157811215580713,1.0,179,Annie's Organic Berry Patch,nan
0013562127726_en,VARIETY PACK Annies ORGANIc Bunny Fruitrr Flavored Snacks Hodc With Real Fruit Juice* USDA VuI auuns KVEIWK | G8IO. Annics Annics sttrtobotty sununttot DettyPatch,0.5347821506941963,1.0,162,Annie's Organic Bunny Fruit Flavored Snacks,nan
0013562133888_en,Drizzle Annies EMLuZen,0.662268034017501,0.662268034017501,22,organic chocolate chip drizzle granola bars,"milk, soybeans"
0013562136889_en,"VALUE PACK 22 Annies Sour Bunnies CHERRY, LEMON & ORANGE Made with Organic Ftult Juice* Hug WMH dOOO Ess Istila Hhauoitoi Neinetic celon CotnSMTut 22*O7O2/6M| Fnuoes META] |54020251 BUMNY fruittflanorEd SMacAS eg",0.4522194929158901,1.0,212,"Sour Bunnies: Cherry, Lemon, Orange",nan
0013562222377_en,OBR ED Anniez Organic BUNNg Friends GRAHAMS Baked Since ORGANIO Hom Grohan 17501 05,0.5667451036396436,0.6916666666666667,83,Annie'S Organic Friends Bunny Grahams,gluten
0013562224609_en,Annie? GLuTeN FRee GRANOLA Bap cDoublce| Chip,0.613103971797585,0.613103971797585,45,Gluten Free Double Chocolate Chip Granola Bars,nan
0013562289721_en,8627 Annies crispy Snack Bars Original,0.803285471173662,0.803285471173662,38,Crispy Snack Bars Original,milk
0013562300556_en,OBRTIFIBD ORGANIG Annies S8tet Organic Snack ORIGINAL ] Bared EIWI9OZ @S) Teniu Mix Breadcud Arettels Crtddy uh doaunceei uttery Godtaus 0 Srolaniny,0.3305095430094726,1.0,148,Homegrown organic snack mix,"celery, gluten, milk"
0013562300570_en,ODRTITIED ORGANIO Annies cheddar Snack Mix Mnde Mlit doouuct @ WMinei) {5 Sa echunse,0.2633127469904277,0.7,84,Snack mix,"celery, gluten, milk"
0013562302154_en,Dunat Anniatt Annies cheppar Bunies Original CAL,0.5363760524816459,0.5363760524816459,48,Cheddar Bunnies Original,"celery, gluten, milk"
0013562302284_en,Mado with Organic Wheat Anies White Cheddar Bunnies Deuau Bakee) olth Ohodncr 2 Oae Mil E adenmmn 814 ac75p1) Gat CIA Kee,0.2656737225268706,1.0,121,Boxes annies organic white cheddar bunnies,"celery, gluten, milk"
0013562302611_en,Orbamig hunny dadha Annid Annies Bunny GRahams Friends,0.5183728966721362,0.5183728966721362,54,Bunny Grahams Friends,gluten
0013562320509_en,Sreee Mado with Organic Wheat Exna Cheers Cheddar Bunnies Snack Crackera Iemaananal Ec 87 VELWI7SOQI@) Annies Fleoso - Cheetd Eto Rated dod,0.2866664615834894,1.0,139,Organic extra cheesy cheddar bunnies snack crackers,"celery, gluten, milk"
0013562400416_en,"ORGANTC FOWN Hoi Chocolate Chp Chocolatet Haret SARTITIED Annie} Organic Friends GRAHAMS"" BUNNY Snacks Graham Baked",0.6888274306920976,0.9583333333333334,115,Bunny Grahams Friends,gluten
